aX,aY,aZ,gX,gY,gZ
-0.079,0.788,0.601,41.077,-1.709,-374.329
-0.121,0.636,0.637,34.119,10.681,-369.812
-0.115,0.556,0.633,26.978,24.414,-356.995
-0.116,0.497,0.627,22.522,33.020,-342.590
-0.091,0.430,0.593,15.930,40.527,-329.407
-0.075,0.384,0.547,5.615,51.208,-316.528
-0.082,0.334,0.505,-3.113,61.584,-306.946
-0.091,0.258,0.462,-9.949,67.810,-299.927
-0.130,0.227,0.413,-16.479,72.815,-290.710
-0.201,0.214,0.356,-22.644,77.087,-281.677
-0.315,0.178,0.326,-27.039,74.890,-274.292
-0.439,0.125,0.340,-32.104,67.261,-266.479
-0.553,0.040,0.379,-38.940,60.242,-257.629
-0.661,-0.078,0.438,-46.082,51.575,-244.080
-0.689,-0.147,0.506,-49.744,37.903,-222.290
-0.561,-0.179,0.677,-48.706,16.724,-191.895
-0.464,-0.142,0.834,-40.710,-17.944,-160.889
-0.438,-0.119,0.960,-24.414,-50.781,-136.658
-0.491,-0.174,0.967,-11.169,-63.904,-118.958
-0.482,-0.246,0.906,-9.277,-49.561,-105.530
-0.442,-0.321,0.891,-17.029,-24.780,-93.445
-0.461,-0.389,0.914,-29.114,3.967,-79.346
-0.353,-0.425,0.907,-41.504,36.987,-66.467
-0.262,-0.449,0.871,-49.988,60.547,-50.537
-0.156,-0.430,0.766,-49.438,73.181,-35.583
-0.057,-0.450,0.655,-35.767,82.397,-27.649
0.003,-0.454,0.579,-20.935,83.191,-21.790
0.078,-0.448,0.522,-13.062,78.430,-14.648
0.276,-0.438,0.360,-10.925,71.838,-8.118
0.545,-0.239,-0.390,-6.042,-5.127,-22.034
0.469,-0.243,-0.336,-11.292,-6.775,-23.926
0.382,-0.273,-0.290,-13.733,-8.301,-25.391
0.279,-0.294,-0.259,-12.085,-10.071,-24.841
0.176,-0.307,-0.247,-8.240,-13.000,-21.729
0.084,-0.318,-0.243,-5.432,-17.456,-15.015
0.016,-0.325,-0.232,-5.615,-18.616,-5.310
-0.036,-0.316,-0.246,-8.240,-15.625,7.141
-0.065,-0.267,-0.266,-13.855,-9.583,21.362
-0.055,-0.201,-0.231,-22.217,-3.540,36.743
-0.046,-0.127,-0.164,-30.640,-0.427,52.124
-0.041,-0.052,-0.086,-33.691,-0.183,65.735
-0.041,-0.006,-0.055,-29.236,-2.197,75.745
-0.076,0.023,-0.079,-22.034,-7.263,83.984
-0.119,0.053,-0.102,-16.663,-13.794,92.529
-0.159,0.060,-0.106,-15.076,-18.921,101.318
-0.209,0.071,-0.092,-17.029,-21.057,110.657
-0.246,0.092,-0.054,-17.212,-22.217,120.117
-0.281,0.121,-0.016,-13.489,-24.292,130.676
-0.322,0.150,0.000,-7.935,-29.114,142.761
-0.366,0.190,0.009,-3.601,-36.133,156.677
-0.405,0.231,0.023,-0.183,-42.480,172.058
-0.448,0.286,0.067,3.967,-49.133,188.416
-0.484,0.371,0.140,9.338,-58.167,206.055
-0.481,0.460,0.205,17.700,-71.777,225.098
-0.465,0.537,0.234,27.588,-94.116,243.958
-0.441,0.619,0.258,37.170,-121.826,262.817
-0.404,0.733,0.311,46.265,-146.301,280.884
-0.335,0.883,0.419,52.673,-163.269,295.837
-0.222,1.035,0.556,54.688,-174.316,309.387
-0.081,1.156,0.694,53.284,-187.683,324.219
0.003,1.246,0.822,53.345,-201.538,338.623
0.086,1.363,0.942,53.833,-207.092,349.487
0.208,1.471,1.041,50.903,-200.195,354.370
0.359,1.579,1.110,44.128,-181.580,353.027
0.492,1.689,1.157,37.598,-156.311,345.947
0.648,1.788,1.193,32.043,-126.953,333.496
0.801,1.875,1.189,26.550,-94.604,318.237
0.970,1.996,1.144,20.935,-60.791,302.368
1.858,2.161,0.538,78.674,32.776,215.881
1.887,2.101,0.503,78.430,18.372,197.998
1.877,2.046,0.464,77.576,9.521,178.467
1.827,1.980,0.438,74.097,5.066,159.607
1.767,1.908,0.444,65.613,4.456,142.883
1.751,1.876,0.462,55.115,9.705,127.319
1.752,1.836,0.449,46.814,16.235,108.582
1.742,1.785,0.449,39.917,20.691,85.388
1.652,1.692,0.410,32.532,25.391,59.753
1.548,1.568,0.381,26.428,31.128,31.311
1.391,1.425,0.332,19.592,34.424,8.423
1.246,1.302,0.278,10.132,40.344,-4.395
1.139,1.196,0.258,0.732,45.471,-15.320
1.072,1.108,0.265,-7.080,46.570,-23.926
0.994,1.026,0.274,-12.634,42.175,-28.625
0.931,0.967,0.249,-16.174,37.109,-30.945
0.928,0.973,0.262,-20.447,33.569,-30.762
0.997,1.021,0.320,-30.334,32.288,-28.381
1.117,1.106,0.432,-42.786,32.532,-27.771
1.259,1.177,0.523,-54.443,35.950,-31.921
1.323,1.233,0.594,-63.843,40.955,-40.894
1.332,1.277,0.691,-69.519,44.678,-52.734
1.336,1.321,0.808,-74.280,48.401,-63.721
1.324,1.372,0.914,-77.332,53.040,-71.594
1.336,1.421,1.011,-76.843,57.007,-78.064
1.376,1.476,1.040,-74.890,59.753,-84.351
1.419,1.563,1.043,-71.106,61.157,-94.421
1.495,1.629,1.032,-66.162,61.218,-111.572
1.427,1.628,1.021,-60.364,58.960,-134.277
1.284,1.589,1.011,-53.833,54.199,-160.156
1.124,1.517,1.032,-46.265,45.288,-182.190
1.002,1.444,1.011,-40.222,36.316,-196.228
0.891,1.381,0.983,-34.607,30.151,-204.712
0.777,1.332,0.963,-27.039,27.283,-211.975
0.656,1.277,0.953,-18.921,24.353,-219.360
0.534,1.223,0.964,-10.559,20.874,-225.525
0.479,1.193,0.980,-2.441,20.996,-230.347
0.404,1.150,0.945,4.089,26.306,-237.061
0.298,1.083,0.922,11.169,33.691,-245.544
0.199,0.986,0.868,19.104,41.321,-253.540
0.091,0.884,0.794,26.428,47.791,-257.385
-0.022,0.814,0.724,30.518,56.335,-256.592
-0.115,0.726,0.654,30.212,69.397,-253.723
-0.192,0.624,0.580,26.733,85.999,-249.329
-0.260,0.503,0.502,22.766,103.394,-242.493
-0.294,0.405,0.425,18.250,118.042,-231.262
-0.294,0.352,0.332,13.855,126.953,-214.600
-0.266,0.324,0.240,10.986,123.108,-196.777
-0.217,0.280,0.186,9.521,106.323,-178.955
-0.139,0.307,0.142,6.958,86.060,-161.194
-0.054,0.342,0.121,3.357,70.496,-148.437
-0.033,0.333,0.123,0.916,59.143,-143.616
-0.073,0.273,0.152,2.075,47.180,-141.846
-0.088,0.169,0.172,4.639,33.630,-137.268
-0.078,0.069,0.152,6.836,21.301,-127.625
-0.101,0.002,0.134,10.437,13.672,-114.563
-0.116,-0.066,0.130,13.977,10.376,-100.952
-0.103,-0.113,0.116,14.832,10.803,-85.327
-0.056,-0.133,0.095,14.160,14.038,-67.444
-0.004,-0.134,0.091,14.221,15.991,-50.476
0.073,-0.123,0.070,13.184,16.541,-35.950
0.189,-0.100,0.054,9.827,16.968,-25.391
0.309,-0.094,0.065,4.822,20.142,-18.921
0.404,-0.108,0.066,0.549,26.428,-14.099
0.482,-0.106,0.057,-2.319,34.607,-9.827
0.554,-0.091,0.022,-4.700,43.579,-6.592
0.624,-0.084,0.001,-5.981,49.438,-4.089
0.669,-0.081,-0.044,-4.761,49.194,-2.075
0.703,-0.080,-0.080,-3.052,42.419,0.549
0.724,-0.071,-0.085,-1.892,31.921,2.930
0.749,-0.098,-0.075,-1.770,19.836,4.150
0.773,-0.125,-0.045,-2.136,9.888,6.165
0.808,-0.111,-0.017,-3.113,7.812,9.949
0.885,-0.085,-0.002,-6.165,11.597,12.573
0.953,-0.082,0.004,-9.033,13.916,13.123
0.988,-0.072,0.002,-10.010,13.672,12.512
1.001,-0.061,0.004,-10.620,14.038,11.230
1.019,-0.082,0.007,-11.414,14.282,8.667
1.028,-0.086,0.017,-13.184,14.404,7.263
1.026,-0.083,0.030,-13.489,15.930,6.897
0.534,-0.309,0.484,1.953,-0.977,12.512
0.480,-0.309,0.505,4.944,-3.418,14.404
0.416,-0.315,0.517,8.850,-6.042,17.151
0.346,-0.321,0.528,13.184,-9.155,20.630
0.270,-0.327,0.534,17.578,-12.085,25.269
0.207,-0.326,0.546,22.461,-14.526,31.067
0.157,-0.320,0.543,27.832,-17.883,37.842
0.097,-0.329,0.519,33.508,-22.034,45.715
0.053,-0.337,0.493,37.598,-23.621,54.016
0.036,-0.331,0.479,38.818,-22.278,63.110
0.016,-0.314,0.463,38.147,-19.409,71.899
-0.028,-0.301,0.447,37.903,-17.578,79.895
-0.076,-0.309,0.423,36.926,-17.395,87.585
-0.135,-0.317,0.396,32.227,-15.015,96.497
-0.179,-0.301,0.414,25.269,-7.996,107.178
-0.178,-0.249,0.429,20.386,-1.221,118.225
-0.185,-0.204,0.444,19.470,-2.563,129.211
-0.216,-0.175,0.456,21.362,-7.019,140.625
-0.243,-0.144,0.453,23.499,-8.240,152.039
-0.271,-0.111,0.445,24.414,-7.202,164.490
-0.298,-0.077,0.442,22.888,-5.310,178.223
-0.308,-0.026,0.456,19.653,-0.732,193.176
-0.291,0.063,0.464,16.724,4.150,208.252
-0.259,0.179,0.498,16.296,2.869,222.412
-0.208,0.274,0.520,17.578,-2.380,234.375
-0.177,0.349,0.534,16.479,-5.371,243.591
-0.133,0.414,0.575,13.672,-6.836,252.625
-0.079,0.479,0.642,9.705,-8.728,263.123
-0.008,0.574,0.738,5.859,-8.667,274.353
0.107,0.704,0.843,5.188,-5.676,283.875
0.275,0.809,0.931,6.897,-2.075,289.246
0.446,0.881,0.974,8.240,3.357,293.091
0.592,0.984,1.006,11.169,13.306,296.326
0.756,1.097,0.995,15.015,28.870,297.607
0.926,1.215,0.940,19.592,44.617,295.349
1.079,1.319,0.887,25.391,54.443,289.795
1.241,1.422,0.834,29.846,56.030,282.898
1.429,1.521,0.778,33.508,53.162,275.391
1.627,1.617,0.712,37.903,49.988,265.320
1.795,1.687,0.640,41.077,48.340,251.953
1.900,1.732,0.578,42.908,47.607,233.704
1.964,1.749,0.530,44.373,45.837,211.792
1.964,1.742,0.495,46.753,40.771,189.148
1.937,1.718,0.475,48.523,31.799,167.236
1.904,1.684,0.498,47.485,21.179,147.095
1.870,1.647,0.543,45.654,12.024,129.089
1.802,1.584,0.576,44.983,6.348,111.511
1.716,1.508,0.591,45.227,2.991,93.994
1.619,1.423,0.583,44.250,1.282,78.552
1.513,1.341,0.573,42.725,2.380,64.819
1.425,1.272,0.568,38.574,6.409,53.162
1.355,1.201,0.549,33.325,13.733,42.603
1.284,1.130,0.517,26.917,22.156,33.997
1.220,1.062,0.489,19.836,30.579,27.405
1.168,1.014,0.470,13.489,36.316,22.034
1.117,0.991,0.480,10.071,36.072,17.090
1.071,0.946,0.485,8.301,30.701,10.376
1.000,0.874,0.480,8.362,24.353,3.357
0.910,0.814,0.490,9.399,20.935,-1.465
0.866,0.766,0.497,9.155,20.081,-4.089
0.856,0.738,0.505,7.019,19.043,-4.761
0.879,0.744,0.525,4.700,19.104,-4.639
0.900,0.749,0.528,2.991,20.081,-6.165
0.894,0.743,0.536,1.160,22.339,-8.301
0.912,0.749,0.556,-3.357,26.123,-8.240
0.968,0.781,0.594,-12.085,32.898,-6.836
1.070,0.854,0.641,-20.569,42.542,-5.981
1.149,0.926,0.658,-26.428,52.673,-7.812
1.213,1.006,0.682,-28.625,60.669,-13.245
1.294,1.075,0.663,-29.053,66.040,-22.400
1.364,1.150,0.619,-27.832,67.139,-34.668
1.413,1.186,0.581,-26.428,64.087,-52.734
1.377,1.178,0.562,-25.085,60.242,-76.721
1.297,1.123,0.570,-24.841,56.946,-102.173
1.211,1.056,0.592,-26.184,58.044,-122.620
1.137,1.010,0.599,-25.146,62.866,-135.986
1.091,0.981,0.579,-21.301,64.209,-145.203
1.040,0.952,0.547,-14.038,62.073,-153.381
0.997,0.939,0.498,-5.005,59.082,-161.194
0.952,0.928,0.434,1.526,56.763,-169.250
0.885,0.907,0.388,3.662,55.054,-177.612
0.814,0.873,0.352,3.174,54.382,-186.646
0.737,0.848,0.345,2.991,54.565,-194.946
0.643,0.794,0.344,1.953,54.260,-202.759
0.530,0.715,0.356,0.488,51.819,-208.313
0.423,0.627,0.341,-0.610,49.927,-209.534
0.321,0.566,0.322,-1.526,51.025,-206.665
0.250,0.514,0.309,-3.418,53.650,-201.660
0.184,0.467,0.306,-7.324,54.871,-193.909
0.118,0.402,0.321,-9.949,51.270,-183.960
0.080,0.348,0.332,-11.597,45.837,-171.021
0.084,0.315,0.332,-11.963,42.847,-157.654
0.085,0.282,0.331,-10.681,42.542,-145.813
0.093,0.242,0.327,-9.399,44.067,-134.277
0.113,0.222,0.306,-7.568,46.570,-122.314
0.132,0.198,0.268,-4.272,46.326,-110.657
0.181,0.190,0.244,-1.709,43.396,-98.633
0.242,0.180,0.223,-0.183,39.063,-88.013
0.308,0.176,0.195,0.122,37.720,-79.407
0.390,0.188,0.159,0.000,39.673,-73.181
0.434,0.192,0.104,-0.183,43.030,-69.458
0.458,0.178,0.045,-0.671,44.495,-66.589
0.464,0.149,0.018,-1.648,40.894,-64.087
0.476,0.108,0.014,-3.845,34.546,-60.547
0.501,0.076,0.023,-4.761,26.550,-54.932
0.522,0.039,0.025,-2.502,18.066,-48.645
0.551,0.013,0.005,0.916,10.986,-41.565
0.583,-0.002,-0.028,3.601,7.202,-34.058
0.599,-0.004,-0.048,5.005,5.371,-27.283
0.605,-0.002,-0.057,4.822,4.211,-21.973
0.632,-0.009,-0.060,2.563,2.930,-18.311
0.676,0.020,-0.049,-1.709,2.991,-16.052
0.730,0.028,-0.024,-7.874,5.127,-17.090
0.737,-0.013,0.028,-12.268,7.202,-20.813
0.738,-0.050,0.043,-13.733,10.620,-22.156
0.740,-0.073,0.020,-13.672,14.832,-20.325
0.735,-0.080,-0.003,-13.916,18.982,-16.785
0.738,-0.085,-0.008,-15.564,20.325,-12.695
0.739,-0.086,0.012,-18.005,18.616,-8.179
0.712,-0.322,-0.074,42.664,52.429,-0.916
0.697,-0.302,-0.094,37.415,60.547,-5.859
0.672,-0.307,-0.112,31.372,65.247,-11.719
0.613,-0.334,-0.113,26.001,68.237,-17.944
0.552,-0.359,-0.125,20.691,71.716,-20.813
0.509,-0.378,-0.151,15.137,75.684,-21.118
0.468,-0.388,-0.180,9.155,78.735,-19.531
0.440,-0.390,-0.198,3.723,79.956,-17.212
0.429,-0.376,-0.224,-0.732,79.651,-14.709
0.413,-0.348,-0.249,-5.493,76.843,-12.634
0.400,-0.325,-0.249,-8.728,70.679,-11.597
0.367,-0.318,-0.240,-10.620,62.317,-10.803
0.359,-0.307,-0.244,-13.000,52.429,-10.193
0.274,-0.302,-0.219,-14.465,34.790,-9.521
0.185,-0.325,-0.168,-13.855,14.160,-10.010
0.084,-0.370,-0.115,-12.573,-9.277,-9.521
-0.036,-0.408,-0.057,-6.836,-33.630,-9.094
-0.166,-0.457,0.000,-0.366,-58.594,-6.714
-0.265,-0.509,0.085,1.038,-82.336,1.038
-0.375,-0.542,0.236,-1.099,-101.074,14.404
-0.522,-0.599,0.458,-4.639,-111.877,32.654
-0.639,-0.636,0.657,-10.986,-111.206,60.303
-0.706,-0.615,0.832,-15.747,-104.980,95.520
-0.726,-0.536,0.973,-14.404,-98.328,134.033
-0.722,-0.407,1.069,-5.981,-92.041,173.279
-0.668,-0.270,1.125,8.118,-86.609,207.397
-0.630,-0.171,1.143,25.574,-84.473,237.976
-0.615,-0.085,1.157,44.739,-86.548,267.456
-0.589,0.018,1.139,62.439,-91.858,296.997
-0.500,0.171,1.122,77.026,-97.656,324.829
-0.385,0.335,1.168,90.515,-101.990,350.220
-0.193,0.554,1.214,102.905,-100.647,368.225
0.044,0.746,1.203,114.929,-93.811,375.671
0.271,0.908,1.175,127.075,-83.008,374.084
0.510,1.056,1.151,135.437,-68.054,363.159
0.748,1.152,1.111,138.977,-53.528,344.177
0.966,1.229,1.052,140.137,-38.330,325.500
1.210,1.337,0.962,139.771,-21.790,312.134
1.451,1.509,0.830,134.888,-3.235,302.734
1.869,1.568,0.640,126.648,21.912,292.725
2.130,1.698,0.559,119.019,20.935,266.663
2.211,1.663,0.597,117.859,-10.864,223.877
2.203,1.589,0.628,121.887,-45.593,181.702
2.046,1.497,0.599,128.601,-67.505,154.785
2.030,1.404,0.491,136.475,-59.998,133.118
2.033,1.375,0.362,133.423,-48.828,120.239
2.033,1.381,0.237,118.225,-51.270,120.667
1.981,1.459,0.205,106.628,-47.363,114.868
1.998,1.478,0.199,97.290,-36.682,98.145
2.050,1.473,0.107,73.730,-18.250,80.872
2.011,1.421,0.083,57.434,1.465,62.927
1.965,1.388,0.081,47.852,20.264,44.800
1.949,1.353,0.046,37.231,31.982,29.480
1.881,1.313,0.000,28.198,33.936,18.677
1.780,1.270,-0.032,22.644,32.410,9.277
1.695,1.224,-0.047,20.020,30.151,-0.122
1.592,1.181,-0.031,17.517,25.757,-6.897
1.511,1.124,-0.007,14.282,18.616,-11.292
1.445,1.077,0.026,10.437,14.709,-14.160
1.404,1.056,0.044,4.944,15.869,-15.930
1.397,1.038,0.021,-2.991,21.057,-19.043
1.402,1.039,-0.000,-12.207,29.175,-22.888
1.429,1.073,-0.033,-21.179,38.635,-27.649
1.482,1.135,-0.064,-30.640,45.349,-35.217
1.549,1.200,-0.065,-39.001,46.326,-45.410
1.594,1.258,-0.078,-46.082,43.884,-58.044
1.601,1.299,-0.111,-51.086,40.283,-73.364
1.598,1.323,-0.148,-57.983,35.583,-90.210
1.589,1.346,-0.151,-66.467,28.748,-107.422
1.581,1.366,-0.128,-75.562,20.142,-124.756
1.558,1.380,-0.094,-86.670,11.780,-143.616
1.504,1.380,-0.049,-99.854,8.118,-163.330
1.434,1.370,0.003,-115.845,13.977,-182.861
1.373,1.362,0.005,-134.216,28.564,-201.904
1.333,1.367,0.011,-154.968,44.128,-220.886
1.274,1.362,0.062,-174.927,54.077,-242.920
1.169,1.342,0.181,-190.308,54.016,-267.639
1.037,1.304,0.339,-199.097,40.894,-294.678
0.861,1.255,0.491,-199.829,16.479,-320.923
0.673,1.185,0.633,-191.772,-12.146,-345.093
0.469,1.104,0.755,-176.208,-41.748,-366.943
0.270,1.005,0.869,-157.654,-68.848,-386.292
0.073,0.885,0.966,-140.747,-91.614,-402.039
-0.114,0.756,1.053,-128.418,-107.788,-412.415
-0.255,0.626,1.185,-119.751,-115.601,-417.053
-0.367,0.477,1.297,-112.610,-120.239,-412.659
-0.468,0.326,1.330,-104.126,-116.211,-403.137
-0.626,0.150,1.434,-91.675,-95.337,-390.198
-0.746,-0.090,1.479,-79.590,-67.871,-370.178
-0.809,-0.286,1.466,-68.359,-37.415,-344.238
-0.879,-0.458,1.411,-57.251,-7.751,-313.171
-0.901,-0.590,1.354,-46.143,16.602,-281.067
-0.919,-0.680,1.163,-44.617,35.889,-250.977
-0.933,-0.762,1.013,-49.683,45.898,-225.098
-0.627,-0.838,0.828,-59.204,43.274,-201.965
-0.388,-0.766,0.566,-68.176,24.292,-171.448
-0.336,-0.642,0.355,-50.537,21.912,-145.752
-0.348,-0.639,0.401,-14.832,38.330,-134.766
-0.298,-0.694,0.537,2.197,45.288,-132.141
-0.239,-0.745,0.574,-9.277,41.138,-122.620
-0.228,-0.794,0.557,-28.748,38.818,-102.966
-0.197,-0.825,0.520,-38.513,43.884,-84.534
-0.201,-0.859,0.523,-35.217,47.302,-66.772
-0.187,-0.882,0.542,-29.602,46.387,-47.485
-0.129,-0.891,0.547,-28.259,40.344,-26.001
-0.044,-0.877,0.513,-28.320,28.198,-7.446
0.038,-0.842,0.487,-23.071,11.047,4.028
0.088,-0.817,0.509,-9.827,-6.592,7.568
0.148,-0.778,0.523,0.610,-18.494,8.057
0.240,-0.754,0.540,2.686,-20.142,12.085
0.311,-0.722,0.563,0.305,-16.663,18.188
0.407,-0.663,0.574,-0.916,-13.123,19.043
0.491,-0.623,0.564,1.953,-10.559,14.099
0.539,-0.617,0.544,6.470,-6.592,8.606
0.545,-0.627,0.518,7.202,-1.160,5.920
0.536,-0.654,0.510,3.845,7.080,5.615
0.539,-0.683,0.510,-0.732,13.123,7.019
0.540,-0.712,0.494,-4.150,14.832,10.254
0.559,-0.714,0.477,-5.371,16.602,14.526
0.560,-0.481,0.136,42.664,1.587,-17.639
0.524,-0.480,0.121,40.894,2.136,-19.531
0.488,-0.470,0.109,39.185,-1.648,-22.949
0.457,-0.471,0.085,37.720,-8.972,-27.527
0.408,-0.480,0.065,37.109,-12.512,-31.128
0.341,-0.502,0.065,35.583,-11.902,-33.081
0.269,-0.528,0.082,32.776,-11.841,-35.156
0.202,-0.547,0.095,29.053,-13.000,-36.438
0.137,-0.569,0.113,25.696,-15.442,-37.598
0.068,-0.590,0.127,22.644,-19.958,-38.452
-0.017,-0.620,0.132,20.630,-24.597,-39.917
-0.123,-0.656,0.122,19.653,-27.466,-41.382
-0.264,-0.688,0.120,19.775,-28.992,-42.664
-0.398,-0.749,0.110,20.691,-29.663,-41.870
-0.562,-0.824,0.097,21.606,-25.818,-36.377
-0.734,-0.884,0.071,22.156,-25.208,-28.625
-0.882,-0.943,0.054,23.621,-32.654,-17.517
-1.008,-1.000,0.051,23.315,-48.279,-1.404
-1.152,-1.058,0.071,22.705,-70.251,20.203
-1.285,-1.104,0.104,23.193,-91.248,46.570
-1.394,-1.129,0.142,23.376,-109.497,77.942
-1.484,-1.106,0.178,24.597,-127.441,114.807
-1.534,-1.028,0.244,27.771,-146.362,156.128
-1.543,-0.899,0.298,28.748,-165.283,200.256
-1.500,-0.737,0.332,24.475,-179.932,245.178
-1.437,-0.530,0.365,19.043,-191.162,289.429
-1.375,-0.299,0.431,15.747,-201.233,330.994
-1.293,-0.056,0.533,13.855,-213.318,367.676
-1.195,0.187,0.700,13.428,-227.234,399.048
-1.038,0.447,0.905,14.343,-240.845,426.147
-0.840,0.710,1.104,15.137,-254.395,446.533
-0.641,0.974,1.352,13.794,-267.578,454.468
-0.257,1.207,1.555,5.615,-274.658,443.176
0.155,1.327,1.734,-0.244,-272.827,419.739
0.468,1.366,1.830,-1.465,-263.428,391.357
0.636,1.350,1.863,-2.136,-250.122,361.145
0.717,1.322,1.903,-0.427,-229.431,332.520
0.786,1.308,1.875,-1.038,-203.552,305.603
0.875,1.267,1.826,0.366,-183.472,282.227
0.947,1.283,1.805,3.357,-176.636,266.479
1.108,1.364,1.861,6.653,-179.626,254.272
1.499,1.481,1.934,9.277,-186.951,245.056
1.619,1.605,2.015,12.878,-207.886,239.624
1.767,1.620,2.157,21.545,-220.215,222.229
1.922,1.651,2.145,20.935,-218.323,197.998
1.975,1.667,2.028,16.235,-188.232,183.167
2.120,1.674,1.903,13.855,-131.714,158.997
2.134,1.642,1.682,6.104,-86.487,125.244
2.003,1.586,1.502,-7.996,-53.040,90.820
1.877,1.488,1.347,-23.499,-23.499,54.382
1.668,1.368,1.239,-36.072,1.160,22.339
1.460,1.257,1.147,-45.593,17.395,-0.671
1.276,1.165,1.075,-53.040,26.489,-14.587
1.155,1.098,1.015,-54.016,30.640,-22.888
1.069,1.035,0.957,-46.143,21.240,-28.015
0.993,0.965,0.872,-33.264,-3.357,-31.555
0.888,0.888,0.762,-20.203,-34.058,-33.875
0.782,0.846,0.643,-9.949,-60.913,-36.987
0.701,0.807,0.562,-4.517,-82.458,-41.809
0.662,0.803,0.553,-6.958,-97.839,-46.082
0.706,0.837,0.593,-17.029,-102.478,-49.194
0.792,0.890,0.599,-33.813,-92.651,-54.138
0.862,0.969,0.584,-54.565,-73.547,-62.256
0.943,1.049,0.633,-73.547,-52.307,-74.829
0.987,1.128,0.695,-92.407,-31.433,-88.562
0.997,1.176,0.764,-110.962,-14.771,-103.210
1.018,1.197,0.877,-125.488,-6.104,-119.019
1.036,1.213,0.999,-135.559,-3.418,-133.667
1.063,1.256,1.155,-140.198,-3.845,-146.606
1.146,1.348,1.379,-138.855,-2.930,-159.424
1.313,1.484,1.594,-132.751,12.695,-171.692
1.503,1.630,1.757,-124.207,41.260,-186.096
1.616,1.760,1.868,-112.183,68.359,-211.548
1.632,1.821,1.953,-96.252,92.712,-250.244
1.498,1.822,2.000,-81.055,113.220,-297.852
1.256,1.697,2.020,-71.106,122.803,-350.159
0.975,1.568,2.085,-64.941,126.221,-395.020
0.678,1.447,2.157,-56.030,128.113,-426.147
0.406,1.324,2.247,-45.471,118.958,-447.937
0.101,1.170,2.322,-32.166,94.849,-461.670
-0.230,0.978,2.379,-15.503,63.843,-467.834
-0.550,0.766,2.384,4.883,40.833,-465.149
-0.852,0.507,2.343,30.701,34.180,-455.688
-1.084,0.244,2.299,55.420,43.030,-437.073
-1.249,0.025,2.234,73.486,66.345,-407.104
-1.290,-0.118,2.096,86.426,102.356,-367.615
-1.259,-0.214,1.949,95.703,142.578,-322.571
-1.112,-0.195,1.771,99.060,169.495,-282.715
-0.947,-0.152,1.570,101.379,183.899,-249.695
-0.838,-0.138,1.340,105.164,188.293,-224.487
-0.758,-0.149,1.099,109.009,190.247,-205.444
-0.671,-0.157,0.854,108.887,191.711,-190.979
-0.588,-0.184,0.639,104.736,193.481,-178.467
-0.515,-0.221,0.472,96.863,192.810,-168.640
-0.476,-0.262,0.353,87.280,186.890,-160.522
-0.424,-0.305,0.243,77.209,178.833,-154.358
-0.356,-0.355,0.168,68.726,168.335,-149.597
-0.323,-0.423,0.126,63.110,152.466,-145.142
-0.324,-0.500,0.082,60.181,132.751,-138.794
-0.317,-0.577,0.024,58.472,113.953,-129.822
-0.296,-0.642,-0.017,58.105,98.755,-118.774
-0.269,-0.687,-0.059,58.289,85.205,-105.652
-0.233,-0.727,-0.095,58.167,71.045,-92.102
-0.200,-0.760,-0.109,57.495,57.495,-78.308
-0.156,-0.765,-0.120,55.664,47.668,-63.538
-0.100,-0.762,-0.129,53.711,39.917,-49.744
-0.043,-0.763,-0.133,52.124,31.250,-38.086
0.005,-0.764,-0.126,50.171,22.522,-27.161
0.060,-0.759,-0.120,48.340,15.808,-17.212
0.123,-0.746,-0.113,46.265,9.766,-8.545
0.184,-0.738,-0.109,43.640,4.700,-1.221
0.225,-0.725,-0.092,40.649,1.404,5.371
0.278,-0.708,-0.075,36.438,-0.427,11.841
0.356,-0.687,-0.061,30.518,-0.183,16.907
0.417,-0.666,-0.039,24.780,0.732,20.386
0.450,-0.660,-0.015,20.386,1.160,21.484
0.476,-0.666,-0.006,17.273,1.282,21.423
0.497,-0.667,0.007,14.465,-0.366,21.179
0.529,-0.665,0.034,12.451,-2.869,21.484
1.167,-0.144,-0.221,36.621,45.349,4.761
1.139,-0.153,-0.231,39.673,49.744,-2.686
1.095,-0.174,-0.274,37.964,48.706,-10.010
1.037,-0.183,-0.320,34.302,46.570,-15.747
0.986,-0.198,-0.346,31.128,47.546,-19.409
0.952,-0.202,-0.364,28.381,51.147,-22.583
0.927,-0.198,-0.380,27.466,50.842,-28.687
0.875,-0.210,-0.412,28.564,42.175,-32.837
0.804,-0.220,-0.436,30.457,31.555,-35.522
0.746,-0.241,-0.449,31.555,22.156,-38.635
0.683,-0.258,-0.450,32.227,12.573,-40.833
0.616,-0.272,-0.443,32.104,2.258,-41.504
0.563,-0.292,-0.431,31.250,-7.690,-41.809
0.500,-0.317,-0.418,30.762,-17.517,-42.053
0.421,-0.350,-0.397,31.250,-27.893,-42.114
0.326,-0.391,-0.369,32.227,-38.147,-40.894
0.235,-0.437,-0.341,32.837,-47.485,-38.086
0.131,-0.476,-0.311,32.898,-56.824,-32.654
0.013,-0.515,-0.279,32.654,-66.528,-24.841
-0.117,-0.561,-0.258,31.738,-75.439,-15.381
-0.248,-0.607,-0.231,30.457,-82.886,-4.639
-0.372,-0.667,-0.192,27.710,-88.501,11.108
-0.515,-0.735,-0.146,22.217,-93.262,32.959
-0.734,-0.772,-0.056,15.381,-96.802,61.829
